id|nome|gbnord|gbest|tipologia|descrizione_categoria_bene|macroiteramm|descrizione_sottocategoria_bene|prov|comune|indirizzo|link_scheda_rt|desitergiu|destipodest|descrizioneentedest|colonna|dataprovvdest|annoprovvdest|ufficio_giudiziario|distretto|procedura|numero_decreto|fonte|
I-LU-59194-S|Camporgiano - I-LU-59194-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59195-S|Camporgiano - I-LU-59195-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59196-S|Camporgiano - I-LU-59196-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59197-S|Camporgiano - I-LU-59197-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59198-S|Camporgiano - I-LU-59198-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59199-S|Camporgiano - I-LU-59199-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59200-S|Camporgiano - I-LU-59200-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59202-S|Camporgiano - I-LU-59202-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59203-S|Camporgiano - I-LU-59203-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59215-S|Camporgiano - I-LU-59215-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59216-S|Camporgiano - I-LU-59216-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59217-S|Camporgiano - I-LU-59217-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59218-S|Camporgiano - I-LU-59218-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59219-S|Camporgiano - I-LU-59219-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59222-S|Camporgiano - I-LU-59222-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59223-S|Camporgiano - I-LU-59223-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59224-S|Camporgiano - I-LU-59224-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59225-S|Camporgiano - I-LU-59225-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59227-S|Camporgiano - I-LU-59227-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59228-S|Camporgiano - I-LU-59228-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59230-S|Camporgiano - I-LU-59230-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59233-S|Camporgiano - I-LU-59233-S - Terreno - non definito - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno - non definito|In gestione|Terreno - non definito|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59238-S|Camporgiano - I-LU-59238-S - Appartamento in condominio - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59239-S|Camporgiano - I-LU-59239-S - Appartamento in condominio - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59240-S|Camporgiano - I-LU-59240-S - Fabbricato industriale - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Fabbricato industriale|In gestione|Fabbricato industriale|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59241-S|Camporgiano - I-LU-59241-S - Fabbricato industriale - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Fabbricato industriale|In gestione|Fabbricato industriale|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59247-S|Camporgiano - I-LU-59247-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59248-S|Camporgiano - I-LU-59248-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59249-S|Camporgiano - I-LU-59249-S - Box, garage, autorimessa, posto auto - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Box, garage, autorimessa, posto auto|In gestione|Box, garage, autorimessa, posto auto|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
A-MS-72191-S|Carrara - A-MS-72191-S - aziende - Trasporti, magazzinaggio e comunicazioni - Indirizzo imprecisato|4881082.9100000001|1587838.28|Aziende in gestione|Trasporti, magazzinaggio e comunicazioni|In gestione|Trasporti, magazzinaggio e comunicazioni|Massa-Carrara|Carrara|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Milano|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PI-34862-S|Cascina - I-PI-34862-S - Appartamento in condominio - Indirizzo imprecisato|4837110.25|1625032|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Pisa|Cascina|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Reggio Calabria|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PI-34863-S|Cascina - I-PI-34863-S - Terreno agricolo - Indirizzo imprecisato|4837110.25|1625032|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Cascina|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Reggio Calabria|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PI-34864-S|Cascina - I-PI-34864-S - Terreno agricolo - Indirizzo imprecisato|4837110.25|1625032|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Cascina|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Reggio Calabria|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PI-34865-S|Cascina - I-PI-34865-S - Abitazione indipendente - Indirizzo imprecisato|4837110.25|1625032|Immobili in gestione|Abitazione indipendente|In gestione|Abitazione indipendente|Pisa|Cascina|Indirizzo imprecisato||Confisca definitiva||||||Procura della Repubblica|Reggio Calabria|Procedimento Penale||ANBSC-OR-2018-01-03|
I-PI-62376-S|Cascina - I-PI-62376-S - Appartamento in condominio - Indirizzo imprecisato|4837110.25|1625032|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Pisa|Cascina|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62377-S|Cascina - I-PI-62377-S - Appartamento in condominio - Indirizzo imprecisato|4837110.25|1625032|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Pisa|Cascina|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62378-S|Cascina - I-PI-62378-S - Appartamento in condominio - Indirizzo imprecisato|4837110.25|1625032|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Pisa|Cascina|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62379-S|Cascina - I-PI-62379-S - Appartamento in condominio - Indirizzo imprecisato|4837110.25|1625032|Immobili in gestione|Appartamento in condominio|In gestione|Appartamento in condominio|Pisa|Cascina|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40547-S|Castagneto Carducci - I-LI-40547-S - Unità uso abit. e assimil. - non definito - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Unità uso abit. e assimil. - non definito|In gestione|Unità uso abit. e assimil. - non definito|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40740-S|Castagneto Carducci - I-LI-40740-S - Unità uso abit. e assimil. - non definito - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Unità uso abit. e assimil. - non definito|In gestione|Unità uso abit. e assimil. - non definito|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40742-S|Castagneto Carducci - I-LI-40742-S - Altro - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Altro|In gestione|Altro|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40743-S|Castagneto Carducci - I-LI-40743-S - Altro - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Altro|In gestione|Altro|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40744-S|Castagneto Carducci - I-LI-40744-S - Altro - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Altro|In gestione|Altro|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40745-S|Castagneto Carducci - I-LI-40745-S - Unità uso abit. e assimil. - non definito - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Unità uso abit. e assimil. - non definito|In gestione|Unità uso abit. e assimil. - non definito|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40746-S|Castagneto Carducci - I-LI-40746-S - Terreno agricolo - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40748-S|Castagneto Carducci - I-LI-40748-S - Unità uso abit. e assimil. - non definito - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Unità uso abit. e assimil. - non definito|In gestione|Unità uso abit. e assimil. - non definito|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40749-S|Castagneto Carducci - I-LI-40749-S - Altra unità immobil. - non definito - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Altra unità immobil. - non definito|In gestione|Altra unità immobil. - non definito|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40750-S|Castagneto Carducci - I-LI-40750-S - Terreno - non definito - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Terreno - non definito|In gestione|Terreno - non definito|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40826-S|Castagneto Carducci - I-LI-40826-S - Unità uso abit. e assimil. - non definito - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Unità uso abit. e assimil. - non definito|In gestione|Unità uso abit. e assimil. - non definito|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40833-S|Castagneto Carducci - I-LI-40833-S - Terreno agricolo - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40851-S|Castagneto Carducci - I-LI-40851-S - Terreno - non definito - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Terreno - non definito|In gestione|Terreno - non definito|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40900-S|Castagneto Carducci - I-LI-40900-S - Fabbricato industriale - Indirizzo imprecisato|4779929.9800000004|1630926.1899999999|Immobili in gestione|Fabbricato industriale|In gestione|Fabbricato industriale|Livorno|Castagneto Carducci|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62314-S|Castelfranco di Sotto - I-PI-62314-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62316-S|Castelfranco di Sotto - I-PI-62316-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62317-S|Castelfranco di Sotto - I-PI-62317-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62318-S|Castelfranco di Sotto - I-PI-62318-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62319-S|Castelfranco di Sotto - I-PI-62319-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62320-S|Castelfranco di Sotto - I-PI-62320-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62321-S|Castelfranco di Sotto - I-PI-62321-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62322-S|Castelfranco di Sotto - I-PI-62322-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62323-S|Castelfranco di Sotto - I-PI-62323-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62324-S|Castelfranco di Sotto - I-PI-62324-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62325-S|Castelfranco di Sotto - I-PI-62325-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62326-S|Castelfranco di Sotto - I-PI-62326-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62327-S|Castelfranco di Sotto - I-PI-62327-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62328-S|Castelfranco di Sotto - I-PI-62328-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62330-S|Castelfranco di Sotto - I-PI-62330-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62331-S|Castelfranco di Sotto - I-PI-62331-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62332-S|Castelfranco di Sotto - I-PI-62332-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62334-S|Castelfranco di Sotto - I-PI-62334-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62335-S|Castelfranco di Sotto - I-PI-62335-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62336-S|Castelfranco di Sotto - I-PI-62336-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62337-S|Castelfranco di Sotto - I-PI-62337-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-62338-S|Castelfranco di Sotto - I-PI-62338-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca I||||||Tribunale|Santa Maria Capua Vetere|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-72293-S|Castelfranco di Sotto - I-PI-72293-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca II||||||Tribunale|Genova|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-PI-72584-S|Castelfranco di Sotto - I-PI-72584-S - Terreno agricolo - Indirizzo imprecisato|4840008.96|1640660.6399999999|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Pisa|Castelfranco di Sotto|Indirizzo imprecisato||Confisca II||||||Tribunale|Genova|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40374-S|Cecina - I-LI-40374-S - Unità uso abit. e assimil. - non definito - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Unità uso abit. e assimil. - non definito|In gestione|Unità uso abit. e assimil. - non definito|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LI-40537-S|Cecina - I-LI-40537-S - Altro - Indirizzo imprecisato|4796622.7400000002|1623246.77|Immobili in gestione|Altro|In gestione|Altro|Livorno|Cecina|Indirizzo imprecisato||Confisca I||||||Tribunale|Livorno|Misure di Prevenzione||ANBSC-OR-2018-01-03|
