id|nome|gbnord|gbest|tipologia|descrizione_categoria_bene|macroiteramm|descrizione_sottocategoria_bene|prov|comune|indirizzo|link_scheda_rt|desitergiu|destipodest|descrizioneentedest|colonna|dataprovvdest|annoprovvdest|ufficio_giudiziario|distretto|procedura|numero_decreto|fonte|
I-LU-59102-S|Camporgiano - I-LU-59102-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59103-S|Camporgiano - I-LU-59103-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59104-S|Camporgiano - I-LU-59104-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59105-S|Camporgiano - I-LU-59105-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59106-S|Camporgiano - I-LU-59106-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59107-S|Camporgiano - I-LU-59107-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59108-S|Camporgiano - I-LU-59108-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59109-S|Camporgiano - I-LU-59109-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59110-S|Camporgiano - I-LU-59110-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59111-S|Camporgiano - I-LU-59111-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59112-S|Camporgiano - I-LU-59112-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59113-S|Camporgiano - I-LU-59113-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59114-S|Camporgiano - I-LU-59114-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59115-S|Camporgiano - I-LU-59115-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59116-S|Camporgiano - I-LU-59116-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59117-S|Camporgiano - I-LU-59117-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59118-S|Camporgiano - I-LU-59118-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59119-S|Camporgiano - I-LU-59119-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59120-S|Camporgiano - I-LU-59120-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59121-S|Camporgiano - I-LU-59121-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59122-S|Camporgiano - I-LU-59122-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59123-S|Camporgiano - I-LU-59123-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59124-S|Camporgiano - I-LU-59124-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59125-S|Camporgiano - I-LU-59125-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59126-S|Camporgiano - I-LU-59126-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59127-S|Camporgiano - I-LU-59127-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59128-S|Camporgiano - I-LU-59128-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59129-S|Camporgiano - I-LU-59129-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59130-S|Camporgiano - I-LU-59130-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59131-S|Camporgiano - I-LU-59131-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59132-S|Camporgiano - I-LU-59132-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59133-S|Camporgiano - I-LU-59133-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59136-S|Camporgiano - I-LU-59136-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59137-S|Camporgiano - I-LU-59137-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59139-S|Camporgiano - I-LU-59139-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59141-S|Camporgiano - I-LU-59141-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59142-S|Camporgiano - I-LU-59142-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59143-S|Camporgiano - I-LU-59143-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59144-S|Camporgiano - I-LU-59144-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59145-S|Camporgiano - I-LU-59145-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59147-S|Camporgiano - I-LU-59147-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59149-S|Camporgiano - I-LU-59149-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59150-S|Camporgiano - I-LU-59150-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59152-S|Camporgiano - I-LU-59152-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59153-S|Camporgiano - I-LU-59153-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59154-S|Camporgiano - I-LU-59154-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59156-S|Camporgiano - I-LU-59156-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59157-S|Camporgiano - I-LU-59157-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59158-S|Camporgiano - I-LU-59158-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59159-S|Camporgiano - I-LU-59159-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59160-S|Camporgiano - I-LU-59160-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59161-S|Camporgiano - I-LU-59161-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59162-S|Camporgiano - I-LU-59162-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59176-S|Camporgiano - I-LU-59176-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59177-S|Camporgiano - I-LU-59177-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59178-S|Camporgiano - I-LU-59178-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59179-S|Camporgiano - I-LU-59179-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59180-S|Camporgiano - I-LU-59180-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59181-S|Camporgiano - I-LU-59181-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59182-S|Camporgiano - I-LU-59182-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59183-S|Camporgiano - I-LU-59183-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59184-S|Camporgiano - I-LU-59184-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59185-S|Camporgiano - I-LU-59185-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59188-S|Camporgiano - I-LU-59188-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
I-LU-59190-S|Camporgiano - I-LU-59190-S - Terreno agricolo - Indirizzo imprecisato|4890390.0800000001|1606630.79|Immobili in gestione|Terreno agricolo|In gestione|Terreno agricolo|Lucca|Camporgiano|Indirizzo imprecisato||Confisca I||||||Tribunale|Lucca|Misure di Prevenzione||ANBSC-OR-2018-01-03|
